video_id,comment,likes
Jw4xitCZHec,"안녕하세요, 저는 29살의 조리사입니다.. 긴 시간 주방에서 일하다 보니 체중이 많이 늘었어요.  
과학적인 연구에 따르면 김소현 다이어트 방법과 EMS 운동이 체중 감량에 효과적이라고 합니다. 
최근에 2kg 감량에 성공했습니다! 
매일 아침 달리기와 김계란EMS 운동을 병행하니 체력이 좋아졌습니다. 
덕분에 더 활기차게 요리할 수 있게 되었어요. 건강해져서 정말 기쁩니다!",3
Jw4xitCZHec,계단 타는거는 별로인가요? 장시간 계단타기는 힘든거같은데 보통 10분-20분 탑니다 아파트기준 40층정도,3
Jw4xitCZHec,hiit 같은 고강도와 저강도 유산소가 혼합되어 있는 운동방식은 어떻게 설명되는지 궁금하네요! hiit로 운동 중인데 그것보다 중-고강도로 장시간 유산소 운동을 하는 게 더 나은 걸까요?,3
Jw4xitCZHec,러닝끝나고 나서 쿨다운(조깅)은 필수인가요? 러닝끝나고 가벼운 쿨다운이 젖산제거에 효과가 있는지 궁금합니다,3
Jw4xitCZHec,유산소운동을 병행할 때 체중감소 목적이면 식단은 어떻게 하는게 좋나요? 기초대사량 정도만 먹어도 괜찮을까요? 식단 관련 영상도 만들어주시면 좋을 것 같아요!,4
Jw4xitCZHec,하하 내리막길은 부상의 위험이 크니 가급적이면 걸어내려오세요! 저도 요새 헬스장 안가는 날은 오르막길 걸어요!,1
Jw4xitCZHec, @myofactory  오르막길 ,2
Jw4xitCZHec,좋은 지적 감사합니다!! 다루고싶은 내용은 많고... 핵심은 1초 ㅠㅠ 항상 고민이네요,1
Jw4xitCZHec,크 오늘도 양질의 댓글 감사합니다!!,0
Jw4xitCZHec,제가 33살이고 220-33=187에 x 70% = 130이면 엄청 느리게 해야하는데 170 수준에서 하면 그래프와같이 탄수화물만 태우고 지방은 안탈까요? 공복유산소중인데 지방이안타고 엄한 단백질아 탈까봐 두렵네요ㅜ,2
Jw4xitCZHec,"항상 봐주셔서 감사합니다!

걱정 마시고 느~리게 오~래 달리세요!
단백질이 에너지원으로 사용되려면 전쟁 중 전쟁포로로 붙잡혀 밥도 못받고 기아상태에 들어갈 때 비로소 사용되기 시작합니다 ㅋ

우리 몸은 생각보다 그렇게 쉽게 단백질을 내어주지 않아요!",4
Jw4xitCZHec, @myofactory 요즘 같이 더운 날씨에 기상직후 공복으로 LSD(최대심박의 70퍼정도로 2시간정도)를 뛴다면 단백질을 에너지원으로 쓸수도 있지 않을까요?,1
Jw4xitCZHec,광고글 정성스럽게도 썻다,2
Jw4xitCZHec,계단 오르는 운동 아주 좋죠! 하지만 계단 오르는 동작은 근력 운동에 포커스가 맞춰졌을뿐 유산소의 능력을 수행하기에는 한참 모자란 운동방법 입니다. 그래도 뭐 할 운동이 정 없다면 계단타기 만큼 좋은 운동도 없습니다!,1
Jw4xitCZHec,hiit 아무리빡세도 90%이상 쓰는건 빡세지안ㅎ아요??,0
Jw4xitCZHec,심박수 계산은 보통 Karvonen 공식으로 하지 않나요?,2
Jw4xitCZHec,마이마운틴 15경사 6속도로 30분 걷기만해도 될까요 ㅜㅜ 천계가 없고 체중나가서 런닝이 힘들어요,1
Jw4xitCZHec,"여러분 방송댄스추세요. 
한시간동안 120~140 계속 유지 가능합니다.",3
Jw4xitCZHec,안그래도 오늘 미밴드 샀는데 ㅎㅎ  잘샀누 !,2
Jw4xitCZHec,젤이해하기쉬운 영상이네요,1
Jw4xitCZHec,"안녕하세요. 알고리즘 추천으로 영상하나 봤다가 완전 전문성 있는 고퀄리티 영상에 감사드립니다.

한가지 조언 부탁드려도 될까요?

체중 92키로 골근 36.7 체지방 29.8 입니다. 체지방률 31%

운동은 3또는2분할로 1시간 웨이트 30분 유산소(심박수 130 전후)

이렇게 근 1년을 했는데도 체중이 줄지 않고 그렇다고 근육도 안늘었는데 1년을 허비한거 같아 속상합니다. 술은 잘 안먹는데 식단을 잘 안챙겨서 마구먹었습니다.

목표는 골근을 40이상 체지방은 15% 정도로 유지하고싶은데 

유산소를 어떻게 해야 하나요? 2분할로 상체,유산소,하체,유산소 이렇게 짜야하나요? 

아니면 같은날 한다면 웨이트 후 인터벌(160이상 1분, 걷기 1분)로 20분정도 하는게 맞나요? 아니면 30분이상 저강도(130전후)가 맞나요?",3
Jw4xitCZHec,실내자전거타기도 좋은 선택이겠죠? 20~30분만 타도 땀이 줄줄 나는데 한시간은 아직 안해봤네요 힘들어서 ^^,0
Jw4xitCZHec,유산소는 아침 웨이트는 저녁 이 맞겠네요,1
Jw4xitCZHec,본인은 트레드밀 몇속도로 타시나요?,0
Jw4xitCZHec,"그럼 보통 심박수 130 인데 이게 중요한건가요? 뭘 하든 이걸로 한시간 이상 하라는 거죠? 걷든, 뛰든, 웨이트든 그 뭐든",0
Jw4xitCZHec,"웨이트 1시간 후에 유산소라 가정해도 심박수 60~80% 인가요?
50%미만으로 뛰라고 본적이있어서요",0
Jw4xitCZHec,올라오는 콘텐츠마다 너무 길지않고 군더더기 없고 최고 인거같아요. ! 그럼 38세인 저는 자전거든 러닝이든 120-140 구간으로 1-2시간 타는게 체중감소 목적으로 적당할까요?,7
Jw4xitCZHec,근력 운동 1시간후에 20분정도 유산소(bpm 150~160) 러닝 뛰는데. 근력 운동 1시간도 지방이 본격적인 연소하는 시간대에 포함되는 건가요??,2
Jw4xitCZHec,심박수 130~140정도면 많이 힘든가요 아 당장 측정할수는 없는데 궁금하네요 ㅜㅜ 대충어느정도인지 알려쥬실분,1
Jw4xitCZHec,마이크가 맛이 갔는지 영상을 다 만들고 보니 소리를 꽥꽥! 지르는거 처럼 울리는 부분이 가끔 보이네요. 귀 아프실텐데 양해 부탁드립니다! (아니면 그새 내가 거북목이 되서 마이크에 너무 가까이 갔나...),4
Jw4xitCZHec,"걸어도 되요. 속도 6, 경사도 10% 이상으로 놓고ㅋㅋㅋㅋ",3
Jw4xitCZHec,마른비만 상태라 일단 운동부터 하자고 열심히 운동하고 있는데 근육량은 늘엇는데 지방량도 끝내주게 늘엇습니다 ㅜㅡ 근육량이 올라갈 때 까진 지방감소는 포기하는게 좋을까요??,1
Jw4xitCZHec,인터벌에 대해서도 알려주실수있나요?,2
Jw4xitCZHec,"근력운동을 후달릴 정도로 했다면 
유산소도 후달릴 정도로 해야 비슷할듯",0
Jw4xitCZHec,마스크를 쓰면 몸의 피로와는 별개로 심박수가 미친듯이 올라가던데 이런 경우도 다이어트 목적이라면 운동 강도를 낮추는게 맞겠죠?,2
Jw4xitCZHec,좋은 말씀 감사합니다!! 힘 내서 더 열심히 할게요!,1
Jw4xitCZHec,매번 감사합니다!,0
Jw4xitCZHec,좋은 말씀 정말정말 감사합니다!,0
Jw4xitCZHec,"네 이놈의 뇌를 비우는게 가장 힘들지, 뛰는건 뛰다보면 알아서 뛰어집니다!",1
Jw4xitCZHec,"필수는 아니지만, 쿨다운을 해주게 되면 젖산 제거에 매우 효과적이며 그 시간을 확 줄일 수 있습니다. 아무것도 안하고 수동적인 회복 시 젖산 제거에 3시간에서 최대 6시간이 걸리는 한편 쿨다운 조깅 동적회복 시 30분에서 1시간에 누적된 젖산을 제거하실 수 있습니다",2
Jw4xitCZHec,"체중 감소 목적이시라면
단백질 체중 1kg당 1g정도를 매일 드셔주시는 상태에서
지방은 체중 1kg당 0.5g으로 잡으시고
나머지를 탄수화물로 채워주시면 됩니다.

기초대사량은 절대 기준으로 잡지마세요. 인바디로 측정한 기초대사량은 1도 믿을게 안됩니다. 그날 그날 컨디션에 따라 다르고, 수 없이 많은 변수가 들어가니깐요!

남성 2000 kcal, 여성 1500kcal 기준으로 잡고 시작해보세요

무조건 하루가 끝나 잠이들 때 하루종일 먹은 칼로리보다, 사용한 칼로리가 높아 총 칼로리가 마이너스가 되시면 되는데

하루하루 몸무게 재보시면서 1500먹은날 1400먹은날 1600먹은날 꾸준히 노트에 적어가시다보면 답이 나옵니다!

그날그날 컨디션에 따라 수분이 몸에 꽉찬 날이있고 쭉빠진 날이 있다 보니 매일 매일 체중을 재보시면서
 1500을 3일 동안 했더니 빠지네, 찌네
1400으로 내려서 3일 해보니 조금씩 빠지네? 오케이 체크
1400하면서 유산소를 하니 하루종일 무기력해서 죽겠네? 오케이 체크
1600하면서 유산소를 하니 컨디션도 좋고 체중도 조금씩 빠지네? 오케이 체크
1600고정 유산소 고고씽

댓글로 적으려니 이해가 어려울 수도 있겠네요 ㅠㅠ
다음에 꼭 영상으로 쉽게 이해하실 수 있게 올려드릴게요!",9
Jw4xitCZHec, @myofactory  이렇게나 답변이 빠르게 ..!! 친절하고 자세히 설명해주셔서 감사합니다 채널 떡상 하시길 빌게요 !!!!,2
Jw4xitCZHec, @myofactory  아 갑자기 궁금증이 하나 더 생겼는데 이제 같은 칼로리를 섭취한다는 가정하에 16:8 간헐적단식을 하는 것과 그냥 아침점심저녁 같은 시간 먹는 것 이 두가지 경우에 체중감소량(?) 차이가 있을까요?,1
Jw4xitCZHec," @현들-m7v  좋은 질문이네요!
똑같은 양의 음식을 드시더라도, 무조건 100% 16:8의 간헐적 단식의 방법으로 드시게 되면 체중감량에 효과가 있습니다.

굉장히 복잡한 기전을 갖고 있으나, 쉽게 설명드리자면,

간헐적 단식을 하게 되실 경우 체내 지방연소를 활성화 시키는 인자들이 다량 활성화 되며 지방을 분해하고 사용하는 ""이화작용""이 활성화 되거든요!

반대로, 똑같은 양을 먹더라도 규칙적인 시간마다 음식을 섭취하게 되시면, 영양 섭취에 따른 ""동화작용""이 활성화 되며, 지방분해 작용이 멈추게 됩니다.

이 기전은 20년 넘게 아주 아주 디테일하게 뿌리까지 연구된 주제이기에 체중감량에 100% 효과가 있습니다.

다만, 부작용이라고 할 수 있는 부분은 당장 임심을 준비 중이신 여성분들이나, 2세 계획이 있는 남성분들에게는 불임의 위험이 존재하기에 추천되지 않는 방법입니다.",2
Jw4xitCZHec, @myofactory  늘 궁금했었는데 해결이 됐네요 감사합니다!,1
Jw4xitCZHec," @myofactory 오! 저도 궁금했던 내용이였는데 궁금증이 풀렸네요! 

저는 67 > 47키로로 20키로 가량 빼고 매우 만족 중인데요!!!!! 핏도 잘 맞고 좋지만 나머지 군살들 까지 정리하고싶어서 45키로가 목표입니다

이게 뺄때로 빼다보니 0.5키로 1키로 빼는거 하나하나 넘 힘들더라고요.. 근데 또 근손실은 없이 체지방으로만 빼고싶어요 ㅠㅠ 위에 알려주신 방법으로 하면서 16:8 간헐적 지키면 저같은 몸무게도 빠질까요??

더 빡세게해야할까요?? 운동은 주 4회 헬스 주 3회 필라 이렇게 할려고 합니다!!!


그 전엔 바프 준비한다고 저칼로리 닭고야 식단 반복에 매일매일을 운동하고 살다가 ㅠㅠ 운동은 넘 힘등어서 줄이고 먹는것도 차츰 늘리고 있는데 여기서 더 빼고싶은 식단을 어캐해야할 지 막막해요 그 전에도 바프때매 하도 안먹었으니.. 바프 끝나고 체중은 거의 유지 ~ 1키로 정도 늘은 상태 입니다",0
Jw4xitCZHec,"일반 성인 기준에는 ""220-나이"" 이면 충분합니다! Karvonen은 어느정도 유산소 훈련에 적응한 몸의 경우 심박수가 낮아지고 여러 요인들이 작용하는걸 감안해서 나오는거라 일반인 기준에는 쉽게 220-나이를 쓰는게 맞다고 판단했습니다ㅋ 오랜만에 듣네요 Karvonen!!",0
Jw4xitCZHec,크게 불편하진 않슴당,2
Jw4xitCZHec,당연히 걸어도 되죠 ^^,0
Jw4xitCZHec,"잘하셨어요!
근육량을 올리기 위해서는 필연적으로 잘 먹어주셔야 하는데 어느정도 지방이 증가할 수 있습니다. 우리 몸이 컴퓨터 처럼 숫자로 딱딱 알 수 있는 프로그램도 아니고 정확히 근육량 증가에만 맞춰서 칼로리 섭취를 할 수가 없기때문이죠.
지금 당장은 마른비만 상태이셔서 근육량이 애초에 적었다 보니 잘드시면서 운동하실때 지방이 많이 올라갈 수 있으나, 점차 근육량이 늘기 시작하면서 기초대사량이 늘어 지방량이 증가하는 속도를 잡아줄거에요!

물론 앞서 말씀 드린데로 우리 몸을 컴퓨터 프로그램처럼 다 수치화하여 뜯어 볼 수 없기에 지방이 늘어나는걸 아예 원천봉쇄하기는 불가능 합니다.

근육량이 늘어 어느정도 만족할만한 단계에 접어드시면 그때부터 유산소를 병행하시면서 지방을 걷어내주시면 큰 도움 되실거에요!

지금 당장 마른비만을 인식하시고 운동을 시작하신 용기에 정말 큰 박수를 드리고 싶어요. 포기하지 마시고 천천히 목표를 하나하나 완성시켜 나가시다보면 언젠가 멋진 몸을 가진 사람이 되실거에요!
화이팅",2
Jw4xitCZHec, @myofactory  감사합니다 열심히 하겠습니다,2
Jw4xitCZHec,"넵 물론이죠! 아직은 근육쪽에 집중하고 있지만, 조만간 유산소와 관련된 내용들도 꾸준히 올릴테니 조금만 기다려주세용!",1
Jw4xitCZHec,"맞습니다. 마스크를 끼게 되면 호흡이 불편해지니 일반적인 경우라고 절대 볼 수가 없죠. 강도를 낮추시고 편안하게 호흡이 가능한 지점에서 타협해주세요.
운동을 하면 체내 이산화탄소를 제거하고 새로 산소를 넣어줘야하기에 호흡이 강도에 비례해서 자연스레 증가해야하는데 본인이 느끼시기에 딱 불편하지 않은 강도를 선택해주세요! 무리하면 머리만 아파와요 ㅠㅠ",1
Jw4xitCZHec,"안녕하세요 영상 너무 잘봤습니다!!

질문이 있는데...현제 바디프로필을 목적으로 근손실을 최소화 하면서 체지방 감소를 목표로 운동중입니다.

다른영상에서 근력운동과 유산소를 같은 날 하면 안된다고 하셔서 그럼 주 4회 유산소 3회 근력운동을 하는게 좋을까요? 예를들어 월 수 금 일은 유산소 화 목 토는 근력운동을 하는 방식으로요!

또한 근손실을 최소화 하면서 체지방 감량을 위한 탄단지 설정을 어떻게 하면 좋을까요?

유산소 운동으로는 천국의계단 사용하고 있는데 심박수 120~140를 유지하는선에서 사용하면 될까요? 다른 댓글에서 계단을 타는건 근력운동이라는 말을 하신걸 봐서요..!

매일 운동하고 식단도 열심히 하는데 체지방률이 14~16%에서 정체기라 질문드립니다 ㅠ- ㅠ",1
Jw4xitCZHec,체중감량은 최대심박수 60-80퍼 메모,4
Jw4xitCZHec,웨이트1시간에 유산소30분만 하는데 더 늘려야 하나요,1
Jw4xitCZHec,운동 30~1시간 해주는데 먹는거 안줄이니까 체중이 빠지진 않아요 그래도 꾸준히 하는게 의미가 있겠죠 ㅠ,2
Jw4xitCZHec,"욕심나시는분은 알죠?
심박수 80퍼에 근접하는게 좋다는걸 ㅋㅋ",1
Jw4xitCZHec,공식감사합니디ㅏ,0
Jw4xitCZHec,진짜 대박이다...,1
Jw4xitCZHec,져같이 논리적인 사색가들은 실험 연구 증명해야지 믿는데 정말 좋은채널이에여 이게 제일좋다고 말하는데 도대체 왜 ? 근데 이건 이유도 다설명해서 좋아야,1
Jw4xitCZHec,"시간을 고려하지않고 중-저강도 유산소구간에서 운동했을때와 고강도 유산고구간에서 운동했을때 소모된 칼로리양이 같더라도 중-저강도 유산소구간에서 운동하는 것이 지방연소가 더 많이 일어나나요?

맞다면 몇 년 전에 본 이 영상때문에 궁금한 점이 있는데



이 영상에서는 운동할때 연료로 탄수화물을 더 쓰나 지방을 더 쓰나 결국 쌤쌤이라 결과적으로 강도는 지방연소에 강도는 크게 상관없고
다른 영상에서는 고강도 훈련으로 탄수화물을 썼을 때 회복하기 위해 필요한 칼로리가 중-저강도훈련보다 더 많아서 결과적으로 지방연소를 위해 고강도 훈련인 hiit를 강추하시던데 신뢰할만한 주장인가요?

아니라면 칼로리를 똑같이 사용했음에도 어떤 원리로 지방이 더 연소될 수 있는 건지... 운동 중에는 지방이 더 많이 타는건 이해하겠으나 장기적으로보면 칼로리소모는 똑같기에 쌤쌤이 아닌지... 제가 칼로리라는 개념에 대해 무지한건지...궁금한게 많네요...",0
Jw4xitCZHec,식후 걷기해도 빠짐 어느정도 체중줄면 천천히 뛰셈,0
Jw4xitCZHec,"힘들어요.
ㅋㅋ",1
Jw4xitCZHec,오메 복잡하다 결론만듣고싶은데 ㅜ 수고요,0
Jw4xitCZHec,킹치만 근공형아 유산소는 적이라고 하셔서........따흑흑,1
Jw4xitCZHec,다 필요없고 배달 끊고 출퇴근때 한시간씩 걸으면 한달에 3키로 빠짐,0
Jw4xitCZHec,"다른 유튜버들 다들 낮은강도로 운동하라고 하는데 
고강도로 한다고 해서 지방비율이 낮아지는거뿐인거... 높은강도로 오래 하는게 살 더 잘빠짐..분당지방칼로리 소모 비교해줘서 너무 유익하네요",0
Jw4xitCZHec,"존 2, 3 훈련을 하라는 의미로 이해했습니다.
늘 궁금한게 있어서 질문드립니다.
1. 저강도 러닝으로 심박수 120을 60분동안 유지하는 방법
2. 130까지 올리기위한 뛰기, 110까지로 낮추기위한 걷기를 반복하는 방법 = 즉 평균 120

극단적 예시인 1번과 2번의 운동효과는 어떻게 다를까요? 130에선 젖산역치를 넘지않는다는 가정입니다.",0
Jw4xitCZHec,설명이 ..뭔 얘기인지 하나도 모르겠다,3
Jw4xitCZHec,몇 몇 야매 트레이너들이 이 채널을 싫어합니다.,2
Jw4xitCZHec,115.8~154.4,0
Jw4xitCZHec,"그래프에 나와있듯이 30분 이후부터 지방연소가 탄수화물대사를 앞지르기 시작하니, 최소 30분이상, 왠만하면 1시간이상을 지속적으로 뛰어주시는걸 권장합니다. 
이 이후부터는 몇시간을 장시간 달리던 지방연소의 효율이 떨어질 일이 없습니다. 만약 지방연소의 효율이 떨어진다면 그건 체내 탄수화물 (글리코겐)이 고갈되었기 때문인데 이럴 경우 이미 더이상 달릴 힘이 말그대로 ""벽에 부딪히게"" 되니 걱정안하셔도 됩니다.

사람마다 최대 운동 가능시간은 다를 수 밖에 없기에 어느정도까지 하라고는 말씀 드릴 수가 없는 부분입니다.
관절의 건강도 생각하여야 하고 복합적인게 작용하니 이건 본인 스스로 본인의 몸의 컨디션에 맞게 진행해주셔야 할거 같아요!",2
Jw4xitCZHec,"좋은 말씀 감사합니다!!
넵 맞습니다! 38세 이시면, 220-38 약 180최대 심박수에 60-80%면 110-145 사이에서 하시면 되겠네요! 목표 심박수가 올라갈수록 강도가 높아지고 지속시간이 낮아지니, 가장 낮은 110으로 시작하셔서 한번 몇분-몇시간 까지 즐겁게 타실수 있는지 시험해 보세요!",2
Jw4xitCZHec," @myofactory 상세한 답변 감사합니다 :).  추가 질문이 있습니다ㅎ 0:16 부분 우측 표를 보면, 약 20분 후 부터 지방연소 비중이 높아지는데, 그렇다면 최소 20분 이후 부터 110-140bpm 강도로 촤대 1-2시간 까지 오래 지속 가능한 유산소 운동을 하는게 베스트인것 같네요! 

하루 2200kcal 적당히 식단하구 평소 아침 러닝으로 150bpm 으로 30분열심히 뛰었는데 4달째 정체기였는데.. 이유가 있었네오.   앞으로는 110-140사이로 자전거 1-2시간으로 바꿔볼게요. 정말 큰 도움 주셔서 감사합니다 :)",2
Jw4xitCZHec," @엘리주주  네 맞습니다! 20분 전까지는 그래도 현재 근육 내에 있는 글리코겐이나 혈중 포도당을 위주로 끌어다 쓰고, ""아 이거 우리 주인 오래 탈거 같은데?"" 하는 느낌을 세포들이 받는게 20분은 걸리니, 그 이후로 쭉~~~~~ 달리시면 지방연소를 최대화 하실 수 있습니다! 네 150bpm이시면 거의 85%강도로 타셨으니, 유산소성 ""훈련""을 하셨네요! 그림에서 보셨다 싶이 일정 강도를 넘어가는 순간부터는 지방보다 탄수화물이 많이 사용되거든요, 살은 천천히 빠지는 대신 값진 보물인 ""건강""을 얻으신거니 걱정마세요. 내일 유산소성 운동에 따른 체내 변화에 대해 다루면서 자세히 알려드릴게요!",4
Jw4xitCZHec,"근력운동 1시간이면 아마 한 10분정도 영향을 줄 수 있겠네요! 사용하는 에너지 시스템이 전혀 다르다 보니 그렇습니다. 더군다나 우리는 근력운동 매 세트마다 휴식시간을 가져가면서 에너지충전을 시키잖아요? 반면 유산소는 쉬지않고 에너지 대사과정을 돌리면서 하는거고!

BPM 150정도로 20분 뛰고 계시면, 체력증진에 효과가 있겠네요!",0
Jw4xitCZHec,"나이에 따라 다르지만
20대 기준 최대심박수의 70%로
여유롭게 조깅 하는 느낌보다 약간 더 힘듭니다",1
Jw4xitCZHec,맞아요 전 빨리걷기(경보 선수 수준)으로 한달에 최대 5kg까지 뺐는데 체중이 줄어드니깐 100kg때 만큼의 운동효과가 떨어져서 지금은 한달에 3kg씩 빠지고 있어요 ,0
Jw4xitCZHec,그래서 가끔 싫어요가 눌리는거 같아요 ㅋ,1
Jw4xitCZHec,생각보다 천천히 띠야되네 ..,1
Jw4xitCZHec,엄마보고 왜들어가래 엄마무시할래? 엄마한테 잘해라,2
Jw4xitCZHec,괜히 효율적으로 빼겠다고 힘들게 운동하다가 지쳐서 포기하는 것보다 꾸준히 할 수 있는 강도로 오래오래하는게 더 잘빠짐..,0
Jw4xitCZHec,"빠진 내용이 있네요 ""운동중"" 지방 연소만 말한다면 맞는 말이지만 그 이외의 시간까지 포함한다면 총 사용 칼로리가 장땡입니다
운동중에 탄수화물을 많이 사용했으면 그 이외 시간에 지방을 태웁니다, 운동중에 지방을 많이 사용했으면 그 외 시간에 남아있는 탄수화물을 태웁니다 고강도로 운동해서 몸에 탄수화물이 얼마 없으면 휴식중에 뭐를 사용할지 생각하면 단순합니다 절대적인건 소모칼로리 단 하나 뿐입니다",0
Jw4xitCZHec,"제가 최대심박이 182인데 ㅋㅋㅋ 진짜 이거하면 185넘김ㅋㅋ
핏1이라 조절이 잘못된건가;; 집에서 소음떄문에 고민이면 팔벌려 높이뛰기하면 심박 쭉쭉 뛰던데 확실히 체중 주는게 느껴질정도라
걷기랑 일끝나고 유튭보며 발끝만 붙인상태로 팔벌려높이뛰기 팔 휙휙 저어가며 하면 심박 휙휙 뛰면서 금방 땀나고 앉는자세까지 잘 잡으면 엉덩이랑 종아리에 자극도 미친듯 잘오고
공장님 설명대로 시간 보면서 지방연소타임 재가면서 휴식이랑 몰아치듯 팔벌려높이뛰기하면 ㅋㅋㅋ 심박폭파",1
Jw4xitCZHec,"1년전 다이어트를 시작하고 인터벌러닝으로 체지방25%이상인몸을 10%까지 만들었습니다. 덕분에 그동안 심폐능력도 많이 향상되었구요.

심박 130-160사이로 유지하며 달리기였는데 처음시작할땐 심장이 터질 것 같아서 10분이상하기도 힘들었는데 지금은 심박 130에선 더이상 터질것같은 느낌이 들지 않습니다.
여태껏 심박수가 기준 설정에서 가장 중요하다 생각했는데 이게 아닌가 의문이 생겼습니다. 
그래서 지금은 심박은 무시하고 1분이상 못뛰는 속도로 달린뒤 천천히 달리며 휴식하는식으로 제가 느끼는 통증 기준으로 뛰고 있는데 이게 맞는걸까요? 효율을 따지면 심장에 가해지는 통증이 없어도 심박130-150을 유지하며 더 오래 뛰는게 맞을까요?",1
Jw4xitCZHec,오,0
